"과속방지턱관리번호",시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자
737,경기도,오산시,수청로8번길,,경기도 오산시 수청동 572,기쁨의교회 앞,1,1,10,360,600,1,Y,37.17188268,127.0590384,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
738,경기도,오산시,수청로,,경기도 오산시 수청동 579,물향기평생교육원 앞,1,1,10,360,1200,1,Y,37.17245516,127.0584167,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
739,경기도,오산시,오산로,,경기도 오산시 오산동 907,오산로 177-10 앞,1,1,10,360,400,2,N,37.14272441,127.0675277,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
740,경기도,오산시,오산로,,경기도 오산시 오산동 907,오산로 183-10 앞,1,1,10,360,400,2,N,37.14321318,127.0676351,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
741,경기도,오산시,오산로,,경기도 오산시 오산동 906,오산로 189-3 앞,1,1,10,360,700,1,Y,37.14374006,127.0680464,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
742,경기도,오산시,역광장로,,경기도 오산시 오산동 906,역광장로28 앞,1,1,10,360,900,1,Y,37.14290943,127.0670045,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
743,경기도,오산시,역광장로,,경기도 오산시 오산동 682-4,래경빌딩 앞,1,1,10,360,1000,1,Y,37.14385305,127.067419,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
744,경기도,오산시,역광장로,,경기도 오산시 오산동 682-4,만나인력 앞,1,1,10,360,600,1,Y,37.14426074,127.0674981,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
745,경기도,오산시,역광장로,,경기도 오산시 오산동 686-2,경화 빌딩 앞,1,1,10,360,600,1,Y,37.14488016,127.0675859,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
746,경기도,오산시,오산로232번길,,경기도 오산시 오산동 900,아라리만두 앞,1,1,10,360,400,2,N,37.14767047,127.0688491,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
747,경기도,오산시,오산로232번길,,경기도 오산시 오산동 900,오산로232번길 5 앞,1,1,10,360,400,2,N,37.14766585,127.0690489,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
748,경기도,오산시,역광장로,,경기도 오산시 오산동 603-67,광산빌딩 cu 앞,1,1,10,360,700,1,Y,37.14746153,127.0678921,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
749,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 637-4,성호대로40번길 34 앞,1,1,10,360,400,2,N,37.14696325,127.0646443,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
750,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 621-4,위너스빌 앞,1,1,10,360,400,2,N,37.14697637,127.0653647,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
751,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 621-4,윤현빌리지 앞,1,1,10,360,400,2,N,37.14708663,127.0655814,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
752,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 622-32,성호대로40번길 20 앞,1,1,10,360,600,1,Y,37.14754167,127.0655903,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
753,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 605-18,성호대로40번길 14,1,1,10,360,600,1,Y,37.14804174,127.0656076,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
754,경기도,오산시,성호대로40번길,,경기도 오산시 오산동 605-18,성호대로40번길 10 앞,1,1,10,360,600,1,Y,37.1483864,127.0656051,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
755,경기도,오산시,성호대로50번길,,경기도 오산시 오산동 610-43,다솜교회 앞,1,1,10,360,400,2,N,37.14744539,127.0645237,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
756,경기도,오산시,성호대로50번길,,경기도 오산시 오산동 622-41,비젼빌 앞,1,1,10,360,400,2,N,37.14744036,127.0654664,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
757,경기도,오산시,성호대로28번길,,경기도 오산시 오산동 816-61,성호대로50번길 38-1 앞,1,1,10,360,300,2,N,37.14753336,127.0643099,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
758,경기도,오산시,성호대로28번길,,경기도 오산시 오산동 609-152,성호대로28번길 15-16 앞,1,1,10,360,300,2,N,37.14794284,127.0652276,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
759,경기도,오산시,성호대로28번길,,경기도 오산시 오산동 610-25,성호대로28번길 13 앞,1,1,10,360,300,2,N,37.14822941,127.0643442,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
760,경기도,오산시,오산천로158번길,,경기도 오산시 오산동 605-10,오산천로158번길 15 앞,1,1,10,360,700,1,Y,37.14851736,127.0650452,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
761,경기도,오산시,오산천로,,경기도 오산시 오산동 511-6,오산천로 176 앞,1,1,10,360,600,1,Y,37.15004092,127.063631,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
762,경기도,오산시,오산천로,,경기도 오산시 오산동 511-6,오산천로182번길 2,1,1,10,360,600,1,Y,37.15073009,127.0638848,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
763,경기도,오산시,오산천로,,경기도 오산시 오산동 510-6,오산천로182번길 186,1,1,10,360,600,1,Y,37.15090125,127.0639666,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
764,경기도,오산시,오산천로,,경기도 오산시 오산동 505-11,오산천로182번길 194-1,1,1,10,360,600,1,Y,37.15158353,127.0644681,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
765,경기도,오산시,오산천로,,경기도 오산시 오산동 503-69,뚝방길.무지개다리앞 버스정류장 앞,1,1,10,360,600,1,Y,37.15194601,127.0648286,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
766,경기도,오산시,오산천로,,경기도 오산시 오산동 503-69,오산천로 204 앞,1,1,10,360,600,1,Y,37.15226116,127.0652285,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
767,경기도,오산시,오산천로,,경기도 오산시 오산동 498-2,성산새싹길 32 앞,1,1,10,360,600,1,Y,37.15276092,127.0658368,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
768,경기도,오산시,오산천로,,경기도 오산시 오산동 498-2,쎄느하우스 앞,1,1,10,360,600,1,Y,37.15288472,127.0659973,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
769,경기도,오산시,오산천로,,경기도 오산시 오산동 816-1,정우타운 다동 맞은편 도로,1,1,10,360,600,1,Y,37.15349488,127.0665551,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
770,경기도,오산시,성산새싹길,,경기도 오산시 오산동 523-13,세븐일레븐 오산성산점 앞,1,1,10,360,400,2,N,37.15038213,127.0658235,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
771,경기도,오산시,성산새싹길,,경기도 오산시 오산동 486-27,성산새싹길 16-1 앞,1,1,10,360,400,2,N,37.15061863,127.0658687,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
772,경기도,오산시,성산새싹길,,경기도 오산시 오산동 486-27,현주빌 앞,1,1,10,360,400,2,N,37.15110065,127.0659536,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
773,경기도,오산시,성산새싹길,,경기도 오산시 오산동 497-37,새물터빌라앞,1,1,10,360,400,2,N,37.15144753,127.0660017,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
774,경기도,오산시,성산새싹길,,경기도 오산시 오산동 497-37,ks빌 앞,1,1,10,360,400,2,N,37.15188224,127.0660865,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
775,경기도,오산시,성호대로33번길,,경기도 오산시 오산동 497-37,성호대로33번길 29 앞,1,1,10,360,400,2,N,37.15183093,127.0651859,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
776,경기도,오산시,성호대로33번길,,경기도 오산시 오산동 497-37,성호대로33번길 28 앞,1,1,10,360,400,2,N,37.15167765,127.0653715,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
777,경기도,오산시,성호대로33번길,,경기도 오산시 오산동 497-37,성호대로33번길 25 앞,1,1,10,360,400,2,N,37.15149743,127.0653911,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
778,경기도,오산시,오산천로183번길,,경기도 오산시 오산동 497-37,오산천로182번길 4 앞,1,1,10,360,400,2,N,37.15070737,127.0642506,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
779,경기도,오산시,성호대로33번길,,경기도 오산시 오산동 522-10,성호대로33번길 14 앞,1,1,10,360,400,2,N,37.15026984,127.0652043,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
780,경기도,오산시,성산새싹길16번길,,경기도 오산시 오산동 482-20,성산새싹16번길 14 앞,1,1,10,360,400,2,N,37.15081852,127.0669383,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
781,경기도,오산시,성산새싹길16번길,,경기도 오산시 오산동 482-14,성산새싹16번길 26 앞,1,1,10,360,400,2,N,37.15169932,127.0669025,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
782,경기도,오산시,성호대로55번길,,경기도 오산시 오산동 545-15,성호대로55번길 11 앞,1,1,10,360,400,2,N,37.14995081,127.0677058,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
783,경기도,오산시,성호대로55번길,,경기도 오산시 오산동 477-31,성호대로55번길 16 앞,1,1,10,360,400,2,N,37.15036753,127.0677427,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
784,경기도,오산시,성호대로55번길,,경기도 오산시 오산동 474-6,성호대로55번길 26 앞,1,1,10,360,400,2,N,37.15108834,127.0678053,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
785,경기도,오산시,성호대로55번길,,경기도 오산시 오산동 448-8,성호대로55번길 32 앞,1,1,10,360,400,2,N,37.15181139,127.0678932,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
786,경기도,오산시,성호대로55번길,,경기도 오산시 오산동 448-8,성호대로55번길 35 앞,1,1,10,360,400,2,N,37.15179993,127.0682337,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
787,경기도,오산시,역광장로83번길,,경기도 오산시 오산동 415-7,성호대로55번길 25-2 역광장로 83번길 사이,1,1,10,360,500,2,N,37.15131601,127.0675381,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
788,경기도,오산시,역광장로83번길,,경기도 오산시 오산동 415-7,역광장로83번길 56 앞,1,1,10,360,500,2,N,37.15228921,127.067449,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
789,경기도,오산시,오산로,,경기도 오산시 오산동 895,오산로 276 앞,1,1,10,360,700,1,Y,37.15150688,127.0685852,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
790,경기도,오산시,오산로,,경기도 오산시 오산동 895,오산로 280-1 앞,1,1,10,360,700,1,Y,37.15156094,127.0685965,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
791,경기도,오산시,운천로165번길,,경기도 오산시 오산동 934,운천로165번길 9 앞,1,1,10,360,600,1,Y,37.15631974,127.0775956,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
792,경기도,오산시,운천로165번길,,경기도 오산시 오산동 929,동화마을유치원앞,1,1,10,360,600,1,Y,37.15701646,127.0765859,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
793,경기도,오산시,운천로,,경기도 오산시 오산동 936,운천로 133-1 앞,1,1,10,360,600,1,Y,37.15480332,127.0746868,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
794,경기도,오산시,운천로,,경기도 오산시 오산동 936,운천로 139 앞,1,1,10,360,600,1,Y,37.15517935,127.0749546,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
795,경기도,오산시,운천로,,경기도 오산시 오산동 936,운천로 147-11 앞,1,1,10,360,600,1,Y,37.15591325,127.0756786,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
796,경기도,오산시,운천로,,경기도 오산시 오산동 936,미니스톱 오산점 앞,1,1,10,360,600,1,Y,37.15617606,127.0768496,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
797,경기도,오산시,운천로,,경기도 오산시 오산동 936,투다리 운암2점 앞,1,1,10,360,600,1,Y,37.15609922,127.0772267,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
798,경기도,오산시,운천로,,경기도 오산시 오산동 114-47,연희정원 앞,1,1,10,360,1000,1,Y,37.15493177,127.074611,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
799,경기도,오산시,운천로,,경기도 오산시 오산동 937,네네치킨 맞은편 도로,1,1,10,360,600,1,Y,37.15152575,127.0746499,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
800,경기도,오산시,운천로,,경기도 오산시 오산동 937,4단지 자동차공업사 앞,1,1,10,360,600,1,Y,37.1518457,127.0745263,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
801,경기도,오산시,운천로,,경기도 오산시 오산동 941,운암로 37 지도기준 12시,1,1,10,360,600,1,Y,37.14989849,127.0759709,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
802,경기도,오산시,운천로,,경기도 오산시 오산동 941,운천로 78 지도기준 12시,1,1,10,360,600,1,Y,37.14992623,127.0748593,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
803,경기도,오산시,운천로,,경기도 오산시 오산동 120-8,오산명성교회 앞,1,1,10,360,600,1,Y,37.15445912,127.0739745,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
804,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 74-39,경기도동로8번길 10 앞,1,1,10,360,600,1,Y,37.15515976,127.0738626,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
805,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 74-39,경기도동로8번길 15 앞,1,1,10,360,600,1,Y,37.15524515,127.074192,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
806,경기도,오산시,운천로,,경기도 오산시 오산동 114,운천로 135-1 앞,1,1,10,360,600,1,Y,37.15514123,127.0746703,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
807,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 75-7,경기도동로8번길 17-1 앞,1,1,10,360,600,1,Y,37.15544992,127.0745524,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
808,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 55-7,경기도동로8번길 27 나동 주차장 앞,1,1,10,360,600,1,Y,37.15608759,127.0742716,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
809,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 74-58,중앙공업사 앞,1,1,10,360,400,2,N,37.15526109,127.0739162,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
810,경기도,오산시,경기도동로8번길,,경기도 오산시 오산동 74-48,경기도동로8번길 7 앞,1,1,10,360,400,2,N,37.15559233,127.0737617,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
811,경기도,오산시,성호대로,,경기도 오산시 오산동 890,오산우체국앞,1,1,10,360,700,1,Y,37.14895784,127.0707864,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
812,경기도,오산시,시장58번길,,경기도 오산시 오산동 890,대일어린이집앞,1,1,10,360,400,2,N,37.15409239,127.0694994,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
813,경기도,오산시,오산로300번길,,경기도 오산시 오산동 432-3,오산할머니집 앞,1,1,10,360,600,1,Y,37.15364884,127.0691162,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
814,경기도,오산시,오산로300번길,,경기도 오산시 오산동 433-9,오산로300번길 5 앞,1,1,10,360,600,1,Y,37.1536397,127.0693498,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
815,경기도,오산시,오산로300번길,,경기도 오산시 오산동 316-2,화성종묘 농약사 앞,1,1,10,360,600,1,Y,37.15362121,127.070149,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
816,경기도,오산시,오산로300번길,,경기도 오산시 오산동 316-2,제일빌딩 앞,1,1,10,360,600,1,Y,37.15361643,127.0706106,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
817,경기도,오산시,경기대로339번길,,경기도 오산시 오산동 332-3,경기대로339번길 22 앞,1,1,10,360,400,2,N,37.15508715,127.0710285,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
818,경기도,오산시,경기대로339번길,,경기도 오산시 오산동 68,경기대로339번길 20 앞,1,1,10,360,400,2,N,37.15509154,127.0712199,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
819,경기도,오산시,경기대로339번길,,경기도 오산시 오산동 70-13,경기대로339번길 12 앞,1,1,10,360,400,2,N,37.15505507,127.0719431,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
820,경기도,오산시,경기대로339번길,,경기도 오산시 오산동 64-22,경기대로339번길 8 앞,1,1,10,360,400,2,N,37.15503682,127.0723118,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
821,경기도,오산시,경기대로339번길,,경기도 오산시 오산동 73-2,타이어뱅크 북오산점 건물 옆,1,1,10,360,400,2,N,37.15501842,127.0729253,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
822,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 63-13,성호대로93번길 71 앞,1,1,10,360,600,1,Y,37.1551273,127.0717011,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
823,경기도,오산시,경기대로333번길,,경기도 오산시 오산동 290-7,경기대로333번길 24 앞,1,1,10,360,600,1,Y,37.15453979,127.0709829,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
824,경기도,오산시,경기대로333번길,,경기도 오산시 오산동 290-7,경기대로333번길 18 앞,1,1,10,360,600,1,Y,37.15450791,127.0715514,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
825,경기도,오산시,경기대로333번길,,경기도 오산시 오산동 290-4,경기대로333번길 14 앞,1,1,10,360,400,2,N,37.15449871,127.0718666,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
826,경기도,오산시,경기대로333번길,,경기도 오산시 오산동 119-16,삼천리자전거 오산동점 건물 옆,1,1,10,360,400,2,N,37.15453173,127.073119,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
827,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 290-7,한빛교회 앞,1,1,10,360,600,1,Y,37.15439521,127.0716695,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
828,경기도,오산시,시장58번길,,경기도 오산시 오산동 291-16,성호대로93번길 55 앞,1,1,10,360,400,2,N,37.15403711,127.0715425,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
829,경기도,오산시,시장58번길,,경기도 오산시 오산동 291-10,시장58번길 25 앞,1,1,10,360,400,2,N,37.15403238,127.071914,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
830,경기도,오산시,시장58번길,,경기도 오산시 오산동 122-7,시장58번길 31,1,1,10,360,400,2,N,37.1540229,127.0726823,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
831,경기도,오산시,오산로290번길,,경기도 오산시 오산동 891,김명자헤어샵 앞,1,1,10,360,600,1,Y,37.15276493,127.0705957,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
832,경기도,오산시,오산로290번길,,경기도 오산시 오산동 891,포유25 오색시장점 앞,1,1,10,360,600,1,Y,37.15275117,127.071015,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
833,경기도,오산시,오산로300번길,,경기도 오산시 오산동 891,오산로300번길 25 앞,1,1,10,360,600,1,Y,37.1536092,127.071393,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
834,경기도,오산시,오산로300번길,,경기도 오산시 오산동 891,오산로300번길 31 앞,1,1,10,360,600,1,Y,37.15359747,127.0721584,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
835,경기도,오산시,오산로300번길,,경기도 오산시 오산동 891,오산로300번길 37 앞,1,1,10,360,600,1,Y,37.15357452,127.072862,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
836,경기도,오산시,오산로300번길,,경기도 오산시 오산동 891,경기대로 321 앞,1,1,10,360,600,1,Y,37.15356739,127.0734642,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
837,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 891,버블런드리 오산시장점 앞,1,1,10,360,600,1,Y,37.15370365,127.0716604,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
838,경기도,오산시,경기대로218번길,,경기도 오산시 오산동 891,경기대로281번길 46 앞,1,1,10,360,400,2,N,37.1533402,127.0729209,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
839,경기도,오산시,경기대로218번길,,경기도 오산시 오산동 891,경기대로281번길 39 앞,1,1,10,360,400,2,N,37.15289193,127.0729148,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
840,경기도,오산시,경기대로281번길,,경기도 오산시 오산동 892,경기대로281번길 37 앞,1,1,10,360,600,1,Y,37.15248646,127.0729003,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
841,경기도,오산시,경기대로281번길,,경기도 오산시 오산동 892,경기대로281번길 26 앞,1,1,10,360,600,1,Y,37.15153811,127.0728882,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
842,경기도,오산시,경기대로281번길,,경기도 오산시 오산동 892,경기대로281번길 24 앞,1,1,10,360,600,1,Y,37.1513151,127.0728711,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
843,경기도,오산시,오산로278번길,,경기도 오산시 오산동 892,오산로278번길 31 앞,1,1,10,360,400,2,N,37.15171881,127.0720863,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
844,경기도,오산시,오산로278번길,,경기도 오산시 오산동 892,오산로278번길 35 앞,1,1,10,360,400,2,N,37.15172087,127.0724071,N,Y,,경기도 오산시청,031-8036-7702,2021-01-09
845,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 892,성호대로93번길 39 앞,1,1,10,360,600,1,Y,37.15237011,127.0716113,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
846,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,오산로272번길 21 앞,1,1,10,360,600,1,Y,37.15111573,127.0710332,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
847,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,오산로272번길 25 앞,1,1,10,360,400,2,N,37.15111331,127.0713259,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
848,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,오산로272번길 30 앞,1,1,10,360,600,1,Y,37.15109949,127.0718212,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
849,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,오산시 장애아재활치료 교육센터 앞,1,1,10,360,600,1,Y,37.15109442,127.072747,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
850,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,오산로272번길 41 앞,1,1,10,360,600,1,Y,37.15107841,127.0731466,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
851,경기도,오산시,오산로272번길,,경기도 오산시 오산동 893,경기대로 289 앞,1,1,10,360,600,1,Y,37.15106697,127.073428,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
852,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 893,성호대로93번길 6 앞,1,1,10,360,600,1,Y,37.14939882,127.0716929,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
853,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 893,피자원 오산점 앞,1,1,10,360,400,2,N,37.15088786,127.0716212,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
854,경기도,오산시,성호대로93번길,,경기도 오산시 오산동 893,피자원 오산점 앞,1,1,10,360,400,2,N,37.15073241,127.071652,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
855,경기도,오산시,경기대로281번길,,경기도 오산시 오산동 893,성호대로 99-21 앞,1,1,10,360,400,2,N,37.15097046,127.0728595,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
856,경기도,오산시,성호대로,,경기도 오산시 오산동 893,경기대로281번길 19 앞,1,1,10,360,400,2,N,37.14946817,127.0724809,N,N,,경기도 오산시청,031-8036-7702,2021-01-09
857,경기도,오산시,경기대로,,경기도 오산시 원동 809,동부삼환아파트 101동 원동두산아파트 102동 사이 도로,1,1,10,360,600,1,Y,37.13372401,127.0693485,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
858,경기도,오산시,경기대로,,경기도 오산시 원동 809,동부삼환아파트 102동 원동두산아파트 101동 사이 도로,1,1,10,360,600,1,Y,37.13374159,127.0700969,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
859,경기도,오산시,경기대로,,경기도 오산시 원동 809,동부삼환 버스정류장 좌측 20m,1,1,10,360,600,1,Y,37.13372525,127.0710563,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
860,경기도,오산시,경기대로,,경기도 오산시 원동 809,동부삼환 버스정류장 우측 30m,1,1,10,360,600,1,Y,37.13375644,127.0716444,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
861,경기도,오산시,경기대로,,경기도 오산시 원동 809,감탄떡볶이 원동점 앞,1,1,10,360,600,1,Y,37.13413234,127.0721287,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
862,경기도,오산시,남부대로,,경기도 오산시 원동 809,원동119안전센터 앞,1,1,10,360,600,1,Y,37.13378078,127.0723591,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
863,경기도,오산시,남부대로,,경기도 오산시 원동 809,한국전력공사 오산지사 주차장입구 앞,1,1,10,360,600,1,Y,37.13520911,127.0721269,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
864,경기도,오산시,경기대로,,경기도 오산시 원동 903,소리울도서관 앞,1,1,10,360,600,1,Y,37.13241884,127.0745129,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
865,경기도,오산시,경기대로,,경기도 오산시 원동 903,소리울도서관 앞,1,1,10,360,600,1,Y,37.13237827,127.0745494,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
866,경기도,오산시,경기대로,,경기도 오산시 원동 903,소리울도서관 앞,1,1,10,360,600,1,Y,37.13228132,127.0746816,Y,Y,,경기도 오산시청,031-8036-7702,2021-01-09
867,경기도,오산시,경기대로,,경기도 오산시 원동 903,원동현대힐스테이트아파트 후문 근방,1,1,10,360,600,1,Y,37.13294178,127.0739957,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
868,경기도,오산시,경기대로,,경기도 오산시 원동 903,힐스테이트후문앞.소리울도서관 버스정류장 앞,1,1,10,360,600,1,Y,37.13354813,127.0733745,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
869,경기도,오산시,경기대로,,경기도 오산시 원동 903,하늘땅교회앞,1,1,10,360,600,1,Y,37.13375328,127.0731215,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
870,경기도,오산시,오산로,,경기도 오산시 원동 458-2,오산로 81 앞,1,1,10,360,1200,1,Y,37.13426483,127.0690311,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
871,경기도,오산시,오산로,,경기도 오산시 원동 438-1,오산로 91-10 앞,1,1,10,360,1200,1,Y,37.13547456,127.0689506,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
872,경기도,오산시,오산로132번길,,경기도 오산시 원동 854,미니스톱 오산대림점,1,1,10,360,600,1,Y,37.13879217,127.0698821,Y,N,,경기도 오산시청,031-8036-7702,2021-01-09
